polarity,text
4,@hanaabanana Thanks for the song I love it 
4,@fafs I was thinking more a drive from Dublin to Berlin or something 
4,@stevenbolin Hope last weekend was a good message 
4,@SarahG42 *waves back* 
4,@radioclash Tiefenpsychologisch trotzdem sehr interessant.  #heirat
4,@stevieness well yes...but i didnt consider the possibility of a freakin' FIRE breaking out! haha. its okay tho. so thats good. 
4,@ddlovato How fast are you travelling? 
4,@jheneaiko Yes it has hahahahaha. I will see u tomorrow 
4,"okaaay skip the pocket wizards, it will be the 550EX, 580EX or 580EXII lol I cant make up my mind,. my photography future depends on it  "
4,Seeing @doyleisdumlol's Prodigal tonight at Cement Box. Four one act plays. I have an illo in the foyer  #fb
4,@xCarCrashHearts sweet!! me too. they're SO underrated! I love the lyrics!  MMHMM has to be my fav record of theirs. you like anberlin?
4,@loobeelou nope i am infact superwoman 
4,"just had an apple, well you know what they say an apple a day keeps the doctor away "
4,@mistressmia teach me Mistress-yoda-Mia - lol teach me 
4,so happy it's break!  can't wait to put my eyeliner on....ahhh no school! how good is that?!
4,Designed a multithreaded user authentication system right now. Chaosteil is proud of himself. Coffee 
4,"Thanks everyone - Joseph is Joseph, pretty much  Meetings are about where he goes to school, etc."
4,Raining again this morning... Having a walk nonetheless  http://twitpic.com/3peyv
4,"@marqueshouston if it ain't one online addiction, it's another lmao  ...don't you just feel like by loggin off u'll miss somethin? lol"
4,@EspenG I know the feeling  Ka du he shoppa no?
4,I'm overwhelmed at the number of hits my blog got as of now. Lots of people reading my lomo reviews and looking for Vivitar lookalikes 
4,"@mikeashworth http://www.fitbitchbootcamp.blogspot.com/ Painful, but will be worth it - sorry no men allowed! "
4,"Just watched Heroes. It was good, SO glad Sylar didn't die since he's my favorite character. Really liking the way his story is giong "
4,@KindDog HI! not in danger of being blown up.  TNT is a courier company.  Have just tracked my package online &amp; it is nearly here 
4,"Listening to a premix, trying to get al the bugs out "
4,"@Kirsty_H_99 Well, I've just upgraded Firefox on 60 PCs. Thank god for automatic deployment "
4,@coupde because I moved 
4,was going to take over the world today but instead got a cream cake...yay 
4,@iamdiddy  I love this
4,: everything in the van....off to the seaside 
4,Hello to @vincestev the latest person to click follow 
4,"@JoelMadden Goodnight Joel, sleep well! i've just started a full day of work! at least I have GC's music to help me through! "
4,Goodnight 
4,"@liquidwings - Everything in this life hav purpose. There are no mistake, no coincidence, all event r blessings given to us to learn from "
4,@randomlilnikki I think they did it just to laugh at you. 
4,Naffed...listening to The Blackout before I set off for college  banging.
4,@daliuhh i saw  cool  this cover makes me crazy :*
4,Morning!  Its a beautiful day out there today - really warm!  That should get my seedlings busting through.  
4,"@JoeyDomhof Ask not why, but why not? "
4,"@ibeebuzz it's like a tomato and bean and chilli thing, it's reaaaaaally good. you would like it "
4,still FIGURING OUT how to do this? 
4,@RanaEr i might watch it with Elise on Friday night. then with my cousins and other friends on the weekend  advanced tickets? hmm...
4,"@orangetim geocaching.com - you'll need to register as a user (free), search for squeakaz and check out his awesome caches! "
4,"@TheTZA Ah, sorry to hear that. Oh, I couldn't fit my other fav drink, lemonade, especially with real strawberries in it. Claim Jumpers! "
4,"@brianmeidell So, because you're a damn breeder you get money? ;) That ain't fair. "
4,@princessbutterc haha yeah it is much Easyer on the iPhone  haha good old IT people eh.. Well u seem to be using it fine now jus keep goin
4,Testing... excuse the spam  artfg
4,@loris_sl good picked up two blogging gigs this last week and some photo/video work today 
4,@sisturix that would happen sooner than you think (I mean hiring developers for the NZ company ;-) ) I'll keep you on the short list 
4,At the moment I'm sitting behind the computer! 
4,"@Detlif oh, i get it now! "
4,@Designia Nono... you can make a the wiggly line with your hands while talking. 
4,@tommyjaybooks they know who they are! because I've already told them! &amp; and told them because I mean it &amp; I and mean it because its true 
4,@anyaanyaanya Whooopeee! Good for you sweetie! 
4,@iawdev no doubt  The PHP side is gonna be okay once installed as it's cross-platform  #winphp
4,and I love how @hokicoki falls asleep when I sing her a lullaby 
4,@DearLibrariAnn thanks that the one 
4,"WOW! Free falling 120 miles per hour in the air from 12,500 feet altitude...   http://twitpic.com/3i4lf"
4,Enjoying the freedom without a boss today 
4,"@WoollyMittens - Congrats mate! You finally did it! Away from cows living on flat rainy graslands,  Which city will you be heading?"
4,@thesouthernstar - Perumpamaan yang digunakan mencerminkan orangnya 
4,Sunshine through my window makes me happy  What a fantastical start to the day!!! Its a picnic in the park day with Jules me thinks  &lt;3
4,hahahaha the person who hate's me can't open my account  .
4,Going back to direct play 'Fishbowl' 
4,"All windy, feels nice! Can't wait for the next movie I'm going to watch : Slumdog Millionaire, right after I write my next post YEAY! "
4,@dejanae411 Deja!!! Not much outside of working and doing the do. What it do? Glad to see you here. 
4,"@TrollstigenR thanks for the follow, just looking at your site and photos looks like an amazing place! added to my must do some day list "
4,No Boys Till 9th Grade  I'm just a kid...I wanna live my life and no boy is goin to roin' it 
4,@kamal yes the world needs to know about git instaweb 
4,@ddlovato yeah! tsk! now I'm confused! 
4,On my way into uni another great day of sunshine  see you soon phil :p
4,@stylescoop love charlottes boots wish i had the money though 
4,currently downloading Gravity. thanks @renegadefanboy @bashaa for your replies! 
4,today was fun. 
4,nitchola is going back to his mom today which means im all alone again here. we're gonna have breakfast in the nature reserve first tho 
4,Recovered from 4/20 
4,"rain, rain, rain.....but I like it "
4,"just got home from work, trying to wind down for sleeping "
4,"A round of golf, beautiful sunshine, a new haircut, a good workout &amp; a great grieves show - today was a good day! g'night "
4,"Wow, lots of work today! And I wish everybody lots of lessons on this #teachertuesday "
4,@mgi88s babe you crazy you know u on my favorites 
4,@SArmyPureEvil oooh lucky them :O wish i could've gone 
4,before I can say anything I have to get my first coffee cup 
4,@FoodStories good planning - a girl who values her  shoes and her feet - no compromise 
4,"heh, finally got it: Leinad Zeraus is a pseudonym (an anagram actually) for Daniel Suarez. was wondering about the strange name "
4,attempting to do things on here without chloe's help 
4,Getting ready for bed... Gta chill &amp; fun day ahead 2mor  nitey nite!
4,"Will add a pic tonight, with darrells help "
4,In the library listening to @amywal benicassim playlist  Muchas Gracias Aims!!  take a listen if you are going - http://bit.ly/18VdZQ
4,@davidwilcox I will do just that! 
4,"@jondickinson redefining &quot;working&quot; eh?  lemme know how your sky HD works out, discovery looked good the other day when I saw it, tempting!"
4,"@Hotienotie ahah you followed me first  dw, ily momo. and ily nanko. d:"
4,"naw matilda, young love hahah JOKES JOKES . you love itt "
4,Just got home; spent 2 hrs w/ HP phone support &amp; 2 hrs retrieving the data on my HD. I need a Mac! But... I'm quite happy I got my data 
4,"@ASOS_James @ASOS_James awww, i'll be your #100 if you'll be my #1 "
4,@bayanijovan  It's working well!!! Congratulations to you and your team!  Konti na lang may pambili na kayo ng couch and you can retu ...
4,@evilnanny Very good 
4,doing some analog work today... 
4,it's raining! and i loooove raining 
4,@SeenTheSheep rawr rawr rawr - this is what I'm going to say each time you speak poop. you do not suck... much 
4,in school  But bitching about Kvickly !! Damn you humans !!
4,"@samantharonson -Hey Samantha-just wanted to giv u a shout out, im a big fan, love your work! defo my celeb crush  x peace ;)"
4,@mettalight I'd like thank the academy... 
4,@mattlew ha ha! He likes it strong   Hope it's all going to plan
4,"Twitter is replacing everything, businesses using #jobs &amp; #hiring to find employees  Hope this doesn't turn into another dating service.."
4,"@ashleyemma only an hour and a half, that is an early night for me "
4,@prernabhagra Welcome to the Twitterverse Prerna 
4,is updating you live from her iPod Touch 
4,Now enjoying weather in islamabad with my friend...!!!   
4,"@skink74 i do what i can  look forward to seeing results (photo-wise, not so much the freezer)"
4,@kath1641 Maccas across the road 
4,"Aww, you're not dull @trollied. (I'll get my coat "
4,"a minor understatement - if you ever need design with authenticity and remarkability @laav is your woman, she blows me away "
4,toni is going out with my stunt double 
4,@g0nz this might help   http://appshopper.com/free
4,@deadlymedia glad to see you working 
4,loves iCing! and eating croissants 
4,"@nikhilnarayanan biz feeds the mouth, politics feeds the mind! "
4,@ProducerRach COME ON STEVENAGE! BOING BOING BORO BORO !! XX 
4,@ludwikc well done. I'm suffering from Twitter addiction at the moment. I was addicted to Live Spaces before. I've moved on  so pathetic
4,@samuel89 She is revamping all her blogs 
4,@fmonyourdial give me a review on it! i'm thinking about upgrading too 
4,"It's not exactly easy to be on Twitter when you only speak french, ahah "
4,"@Hitman1971 lovely spring day, birds are singing and sun shining, what more could you ask for "
4,@maxime68 got it! useless apps are fun 
4,@vindicated_me thankkkks i just figured out the @ mari thing so i had no idea anyone wrote to me 
4,@kategrech glad u added the meeting bit har har! Mine was cancelled tho had another i knew nothing about so blagged all the way through 
4,@thirstforwine tough job you have there....if you're ever after a lovely assistant.. 
4,"@ChinaVagina @twobeerqueers That reply sounded pretty similar to a description of a mullet. Business in the front, party in the back. "
4,@Rove1974 loving rove for my tv 
4,@CyanideLacedTea i'll help u take over the world via the internet 
4,"@loris_sl hmmm, much prefer days up on the roof with a bottle or two of red "
4,@thepixelsuite thank you for the lovely blog comment 
4,Crappy sleep last night. Still can't find my ipod. But my mum is making my favourite dinner 
4,@LindseyBeyer Glad it was helpful 
4,"http://twitpic.com/3pf3k - Me and a group of school girls outside Big Buddha in Nara, Japan  So Cute~"
4,@Poopine i prefer in black. But i love the platinium &lt;3 I want do the same 
4,"@cataclysmal thank ya  &lt;3 aww, that's good.. how old is he now?"
4,"@Siick stephennnn, I'm following you, waiting to eat ur brainz "
4,@regularjen Shame...  it'll be a monthly get-together so please do consider coming another time...  Free to register  hint hint!
4,"@rickyftw stop being sad, you've got an amazing life and you're an awesome guy "
4,Sitting in bed till my man gets here  then handing in my dissertation!!  x
4,"Just got up, loving the sunshine "
4,@TheSourceress yep  Nick said he would come as well...
4,@CocktailVh1 Congrats on the win! Yall make a Great Couple 
4,Is off the blighty at the weekend with the boy  such a museum geek.
4,Setting up a public Github account so I can start sharing some of my code that could b useful to others but does not hurt my IP portfolio 
4,"lucky day, found a ring "
4,got over $500 for her birthday 
4,Ash just called to say the production for can't say goodbye is going really well 
4,@JasonBradbury I  think u should star in the re-make of the 80s classic bmx bandits 
4,"@Debbas I respectively disagree.  The point had been gay marriage,  i.e. equal rights.  "
4,@masaers where are you submitting? hate the stress too 
4,"@Torra_K \o/ BLUE MEANIES! I loves them  I have to use a nasal spray which gives me migraines, and regular anithist. don't work grrr"
4,Good morning everyone! 
4,@Jonasbrothers hi guys! congrats on the nomination for Time Magazine's Top 100 most influencial peolpe!  I'm so proud and happy 4 you guys
4,"@pinkfinity hahaha, true. if they sing Achy Breaky Heart... *shudders* but we have to fight them for the big TV "
4,@MegaRan Awesome reference...Lemme twitter that. 
4,@pamelaong Glad the blog helped 
4,in business lesson ...listen 2 music 
4,@AndyJHunter 'bout Cultural Shift - i happen to own the record - it rocks! 
4,http://tinyurl.com/cr3hu4 hello beautiful&lt;3 ) credit goes to: ed-westwick.org 
4,A carona and lime then its bed time  I love being an adult.
4,has just been asked to do overtime on Friday  also what is up with joels blonde hair?? lmao he should add a little colour to it maybe pink
4,How to use Twitter? 
4,@FakeTaylor973 alright.. i guess we can sleep. 
4,@chimotto Take a good care then 
4,"Morning all, woke up naturally this morning about 20min ago which was nice  On with acoustic design and console design, so much to do"
4,@VeryScott So who was it you were after at the party last week? Was it the birthday girl ?   I'm soo nosey!
4,@rlhunsta hi rachel! welcome to twitter! I see you're already following John Mayer and Joe Mauer 
4,A big thanks to @gert_railo for pointing me in the right direction. Must remember to use the Railo domain web admin  D'oh!
4,@iamkhayyam Is this the race to zero? LOL  
4,@Tittch the bunny likes them with a bit of carrot 
4,Somethings in life are funny.....Can't wait to see my friends tomorrow!!  xx
4,"@katieklogs for the answer to your question, read the first sentence again... "
4,Smiling on the inside but pissed as hell on the outside 
4,@ImajicArt six mad hairs drinking tea out of butter cups. 
4,@roychandra Dave and Andy rock 
4,"@Magpie_Guy you wicked bigger! I'm sure you should be working, I know I should "
4,"@JessicaSain Enjoy Dubai, it's an incredible place. "
4,aspro clear + lemsip = rad 
4,"@simonestumpf Hurrah! (generally, marking done and Mr B. appearing out of nowhere "
4,"@Time4CoffeeTime See?  Seriously, though, the negative particle is usually used when you're justifying something stupid."
4,Morning folks  Coffee is on me...or tea...whichever you prefer 
4,we all need a good laugh!!   http://is.gd/suXV
4,@aparajuli u still at work? U working too hard 
4,@feadin Buond� 
4,@chasingamyband i wanna help you write a song  lmao
4,@high_priestess pleasure   Have a fab day
4,@hpals You'll have to take a picture!  Got u added 2 my Flickr &amp; will pay a visit later   Have a great day!
4,@OGBERRY.....Im not a TWOE tho!!! Im a TWANGEL!! I'm TWERFECT 
4,@Flawless326 I know...  But life sometimes makes us feel like turning up a long-stemmed glass all day and sometimes a BOTTLE too.
4,@AbsolutKindness Tell me more! Just got into Soho! 
4,@marcimallow: Yes and her cute dances! 
4,Guillemots on radio brought a smile to my face. See the beauty in an old coke can 
4,"@Pnutz Need to hear from you.  Tried to keep schedule flexible today, but need to know if we are meeting up--have things to accomplish. "
4,"@BriggySmalls hmmm, i think u're onto something here... "
4,@Debbas This is true 
4,Hopefully going for a cruise with Karl and the boys. I need to socialise 
4,@shrek9 Point is those elements don't become Cabinet Ministers &amp; push forward regressive policies...Unlike the Cong http://ow.ly/3pa2 ! 
4,@theimp67 thanks! Where abouts in Bedfordshire are you? I'm originally from Beds 
4,"@NickSpillum I bet you cant, a couple of days out of the office, teeing off in the sun on some of the best courses the algarve can offer "
4,@mkasper22 How do you like the new design 
4,"@Wrestlevania  Excellent, I'll sort both of those then.  And an iPhone one "
4,@Celz29 well i get paid tonight so thats gonna go on the DVD tomorrow and a PE of my own 
4,@nathanrdotca Excellent 
4,"@xwatkins Yes, yes and triple YES "
4,@chrisfontes I'm impressed that you noticed. 
4,@elysion32 still tryn 2 learn this twitter stuff  what is ..
4,Salita by Angulo http://www.odysseylive.net/watch?v=295 One of my favorite pinoy bands. 
4,"Hi everybody  How are you doing ? I'm having beautiful sunny weather here , birds are singing sky is so blue )"
4,@vivschwarz  Are you free to meet for coffee / brunch next Mon? Am collecting @misterbenji in Honor Oak around 10.30 from haircut 
4,"@Killandra lol, there you go.  I am going to bed. I will be sure to tweet with you tomorrow. "
4,ADSLam Dobare Vasl shod 
4,@Rsinart be sure and post some WIP shots 
4,"getting bored at mathematics. Don't understand the shit, don't care "
4,@moggy99 Sorry to hear you didn't make it to the birth unit - hope you enjoyed getting stuck in London  
4,@coldplay when ur coming to jakarta? Come'on coldplay! 
4,@HollyWinter Hello  Anything on the oracle/sun deal and its impact on MySQL? #dbnerd
4,"Som conegut com 'es jove' dins un entorn familiar molt pr�xim. No ho som, per� m'hi sent "
4,@_startafire maybe take them out for the interview and get a trim  or you could always put retainers in?
4,@Ingermaaike  yeah but I am not sure which ones;) (and my style is different as their style)
4,@guittaraxx oh you are indeed. 
4,@dinidu watching mythbusters??? I totally envy you dawg! 
4,Why hello there Mr Fabretti! 
4,"@anotherojplease I think Kelz, as well as myself, were doomed from the very beginning "
4,"started reading John Hull's : Options, futures and other derivatives. the only problem is its hard to keep reading  two more years to go"
4,@I_am_ReyReel thanks following me  nice to meet u
4,"@TGeorgeSand Re: The reading - Yes, I will do it again. "
4,@VicsR I AM the elderly neighbours 
4,LOL dumb shit does not know what a grenade is. He catches it and has the ? mark on his speech bubble. It's quite fun to watch. 
4,Update twitter via the power of thought http://bit.ly/R3iCH - even more mindless drivel beckons? 
4,@eatlikeagirl 17 types!!!!! WOW - Impressed. 
4,"@jasechaos, baby got back "
4,"@casparterhorst put in your fakes and receive reals  fresh money is popular in China, especially around NY, so change old notes for new."
4,watching until my desired scenes come up.. 
4,@paper_hand you make me giggle 
4,"@ecee maaan kari ferrell has an i love beards tattoo! she can swindle anyone she effing wants  yeh i said effing, so what?"
4,@henkvaness lots of squatters for every Internet company with some success 
4,"@leisa needs end2end commitment. May be too late for current generation - need to get in early. Hm, too hot a topic for Twitter "
4,@AndreasCyp my latest blog post is about something your link has reminded me of 
4,@ashley_olsen OMG! Hello Ashley I have always wanted to talk to you ever since I was young! Please reply! 
4,@wptavern that's so cool 
4,@RealAlyStoner who is your favorite actor ? 
4,"@davidcushman sorry dude, didn't realise I wasn't following ya, all done "
4,Minchin time... I bet all these updates are getting really annoying. 
4,"@emurl not the prettiest but the most powerful under the hood, read our writeup at twittercism.com and tweet us up  http://is.gd/txEj"
4,"We really want Everton to beat Chavski...and then lose to them in the Cup Final.  More importantly, three points tonight is a must."
4,@campbellcakes what the fuck indeed @ibeebuzz i pwn noobs @ahoy_captain not as amazing as me though remember that 
4,If you always do what you've always done you'll always get what you've always got 
4,@SundeepToor well done 
4,Biology in 5 minutes.. :Zzzz Only 3 more weeks!!  :L
4,"getting a full set of false eyelashes by Mia For Eyes with @jennifer_regan next week, just booked the appt. I have never had them before "
4,"just had a nice shower  about to watch biggest loser, then bondi rescue.. probably have another early night tonight too "
4,Trying to look like i am working...but realy twittering 
4,"@what_tha haha fair nuff, enjoy your meal of chips and coke "
4,"@ElieBel lol, it is 2 see my gorgeous friends, but if they played, it would just make the holiday extra special seeing them in england "
4,watched movies all wk/e lol 
4,"@bumbers You're welcome.  I drink certain Sobe drinks, Fuze and Powerade Zero. That's if I'm trying to keep the calories down. "
4,"I love the show 'Heroes'! Sooooo tough waiting an entire week to see what happens next! Grrr, lol "
4,"&quot;IF U Can Dream It, U Can Do It&quot; X Walt Disney, Share Our Dream and see how we did it... at http://short.to/54vm Cheers, Lou-ann "
4,is recording. 
4,"@Ryan_Drumwright Thanks! Web analytics for a new client. Messy site, lots of room for improvement. Pulling up my sleeves right now "
4,Someone in BULGARIA liked O.T.T.F. http://tinyurl.com/c8wo5c 
4,"@daliuhh yeah, they best cover ever  ok, i'll go on classes  I'll be back about 3 p.m  :*"
4,"@kirai Actually I take that back, for some reason my Twitter client displayed the kanji as blank spaces....  But yes, very rainy "
4,@frockery if only you'd left out the word training. That would be a lovely image 
4,http://www.babelgum.com - A link to said film festival if anyone's interested in 'The Linguists' or any other film on there #linguistics 
4,I have soooo many blogs to get through on www.fetcheveryone.com but I do have a rather Fetching hoodie 
4,"@anotherojplease I think Kelz, as well as myself, were doomed from the very beginning, regardless of Rocky-watching "
4,@belindaang Saw the fall in Oct so have to quickly think of alternative. Should walk out stronger when all these ends. 
4,@oliviahitch Haha okay!  Cant wait to see my Amber  she texted me at 10 to 1am this morning saying 'Wake up.. bitch. I love you' XD LOL
4,had fun staring at him from behind for the whole lecture. 
4,"@robertz Oh, very good! "
4,@helou i think if i consume enough of them i might be able to take the offal plunge 
4,"@rachelannajones both, but mostly S "
4,"@aulia bos, ajarin gue make twitter dongg...gaptek nih...hehehe trims "
4,@LyonsTeaBaby Good to see more people working from the proper book on Management 
4,First good news of the day; they have my squash racquet in lost property 
4,"we have sunny weather - nice day in Ilmenau, seldom "
4,@NLife dunno actually. couldnt find a cheaper/better option. its my first time printing with them so lets see  any suggestions?
4,@taezar we're seeing mary &amp; max 
4,"Just heading down to the Vatican, 12 Euros just to get in... The Catholics are so meek aren't they? "
4,Thank you guys for bringing my numbers back up after the recent desertion by the porn spammers; love you! @smudge372 @macaddict75 
4,"And now we're stepping up the intensity for 2 of my riders, so I'll be getting complaints soon then "
4,"@hudsonjeansuk hahahaha, well yeah I have been tagged in some pretty strange poses  hahaha"
4,"@Madinatweets lol, Tyson was only a few feet away. lol. The rain made it so dramatic. Yes, I did catch up to him and he said he loved me. "
4,@abcRock You got facebook? http://tinyurl.com/c44c6r Come join up!  x
4,"@kathyIreland  Thank you, likewise, and good night.  *heart"
4,@swannny You knows it! 
4,@xCarCrashHearts lol you won't regret it! &quot;never take friendship personal&quot; is their best work imo.. also check out four year strong!! 
4,@ageing_hipster MEAT BABY! 
4,"I only smoked 1 blunt w/homies today, all the rest was spent meetin &amp; smokin with new ppl. Weed brings ppl together  good 420!"
4,"@tmth my exams dont start until 11th May, so cant be bothered to do too much at the moment.. Good luck, you'll do great!! "
4,i'm reading eclipse rite now... but already have breaking dawn... can't wait to start!!! woooohooooo!!! 
4,@Steve_Buscemi is my new favourite twitterer 
4,@Brandon_E Hey! Sorry it looks like i missed you! Happy sleeping...and welcome to Tuesday 
4,why are corporate it always rubbish??? do they realise we are trying to get work done... well some of us are 
4,"@AshleyFragnito Hi, I want to say that you're wonderful "
4,its like the only good thing about being unemployed ... get to enjoy the lovely weather 
4,"@pmos69 Not that many, mainly some backend changes and a new version of tsMuxer. We should be close to the final version "
4,@dsmpublishing  Watch Taking Chance when ye get the chance. Hope everything goes well for you  xx
4,@s_bergmann Thursday. You didn't follow me back then when I tweeted about it 
4,@mileycyrus i like it 
4,@teenymunchkins ooh thanks  let me know if &amp; when you do and ill pop something extra in  x
4,overslept today... However it is a wonderful Tuesday 
4,im not tired. just plain lazy. ngeee~ 
4,"@kristenbear  If I recall right, I remember late nights with baking and mXc... Then early mornings with SNES."
4,@Supagames juin juillet stay tuned 
4,trying to figure out how to use my twitter 
4,"@ianegner Thanks mate  Thank your m&amp;d for the card as well,"
4,Off to yoga.. see you in a couple of hours 
4,"Learning again, English and computers. Very interesting to know, I know, but you wanted to know that, ha? Did you? I know you did. "
4,@toyhorses the feeling is mutual. you sound even better now that you are not coming out of computer speakers. 
4,@chriscuzzy Mermaids are almost extinct and should not be kept in captivity. And that's Disney's fault! Or so I heard! 
4,@ZzScarfizzle hey hey good morning over there! 
4,@niamhhughes hey thanks for supporting #lovebox so enthusiastically! hope others love it as much as us when we launch!! 
4,http://twitpic.com/3pfbf - Lily's hips finally fixed after 6 months in plaster 
4,@shrydar using an iPhone as a remote sure is nifty. 
4,@BK_II  I'm 16 with no job and 1 GCSE (currently). Maybe next year 
4,@philwbass He was over for a few gigs at Charlie Wrights and came back to uk to play Boaters on the way back to the US. Truly awesome 
4,@ImajicArt i've become terrified of interacting with people - i now sit in a small dark room all day by my self rocking back and forth! 
4,reading eclipse  . i'm in love with Edward Cullen &lt;3  xx
4,Ah I'm up! Only a 1 hour lecture today 
4,@Scobbert Over engineered solution try again. I can see why you're in the consulting/outsourcing business Bob 
4,good night all 
4,@Debbas Indeed she is entitled to her opinion.  
4,one more explanation of a quote and guess whose coursework is done 
4,i made it to hawaii and happy 4/20 
4,@mileycyrus Whos that with you in the photo? 
4,infact @sueegner - thanks for the bday card 
4,"@Tupidkido wOAH! RC seems like 2b the next new thing, add ya 2nite sweets! "
4,"loves having the bike out in the nice weather-- I usually really push that thing, and the exertion feels really good.  Spending energy. "
4,@stephenfry i would imagine it's the PSP version of LittleBigPlanet. it's just been announced and they'd be insane not to get you back 
4,Off to the radio station now...another day 
4,@mileycyrus http://twitpic.com/3pf7v - Love this pic   You're bueatiful !!
4,Heading to town with @ndixon (sporting my haircut handiwork) and looking forward to the walk in the sunshine. Coffee unavoidable. 
4,@mileycyrus http://twitpic.com/3pf7v - wow cool ! 
4,"Sun, Oracle and open source? Still hoping for the best - Apache NetBeans? Codehaus Glassfish? "
4,loves singing.  my pal : Regina
4,@BecaBear Work was boring today too... which is why I left at 3:30 
4,@NoMoreMarbles   What time is it for you?  It's only 7 pm down in Australia  
4,@roderickhodgson I always knew my printer wanted to communicate with me on a different level 
4,Listening to Taylor Swift's music. I am loving Crazier more every day. 
4,@abstractg Indeed ;) though I am looking forward to getting over to South Australia to devour some burly reds!  &amp; Marron for that matter!
4,"@kristenstewart9 not sure you've any control over music in New Moon but The Wolves (act I &amp; II)- Bon Iver, would suit the film perfectly. "
4,"didnt get the lasagna, only indomie "
4,yummy noodles 
4,"@ratz2 I'd slow up just as I got to the finish line, enough that it looked like he won by a nose "
4,can't wait for my new blackberry to arrive 
4,"@Shodanagal Thank you! Maybe, it's not too late for me!  (((((Shodanagal))))).  Good night to you!!!"
4,@melkettle Sounds so appealing as I listen to 2 crying children 
4,Making croissants and butter sponge for ginger bread men 
4,gtg... lots of things to do in so little time  http://plurk.com/p/pbmp7
4,@MaeiahCarey 
4,Back down on the Quay watching Windows timers again!! BORING!!! Off to see Iron Maidens Flight 666 movie in Portsmouth tonight though 
4,@ChristianSaad Don't ask me...ask cuteflip  I wish I had that mag too.
4,"times up, do keep tweeting @hypnophil and I will reply later, take care have fun, bye for now "
4,I'm a natural on the double pedal 
4,@mileycyrus it looks cool and pretty   i want it#
4,@marginatasnaily I set u up didn't I ... 
4,Listing to the first mix/master of &quot;Rush&quot; off the upcoming EP. It's a dark little rock number 
4,at emilys and chillin with ashleyy and emily 
4,"just been dancing around my bedroom, miming to the Hairspray soundtrack! "
4,really glad to be having dinner with a friend who i haven't caught up with in a long time tonight. 
4,@sixthessence Really? It looks so smooth though! Mine just looks like a jungle out of control 
4,is on a coffee break 
4,@caterhamcars demoing r500's a dream job for most of us 
4,") @hoiancute  without &quot;e&quot; , from @hoatle   , good thinking "
4,@MrFloydNL what laptop you get?  I'm getting a new one soon once i've raised the cash!
4,@enzu Cool!  When can I download it?  
4,crucnchie and cadbury superbag! yummmmmmm 
4,@alvinlzg - how true. Eh? How come change twitter display name? 
4,only 15 minutes left  then its break and french then maths :| JOYY!
4,"@RainbowGoddess1 Hi, that reminds me... Just working on something now "
4,Muh cool homie @TerryCoughlin should come down to The HiFi Thurs May 14th and watch me rock out cuz he's a nice guy like that 
4,One of the best places to spend time: bo0k strore! Love the smell love the music and the readings 
4,"@TexAxile Hi old geezers  Good to see you've still got some movement in those limbs! ;) Enough to raise a glass &amp; fandango, cheers amigos."
4,@techAU check out @suziam she's unreal. Drives a mini. Probably wodonga. She'll be up or coffee anytime 
4,"@thorbirtley Pretty good ta! Just Skyping with Stockholm - drop me a line soon, would be good to catch up "
4,Am selling two spare standing tickets to sold out Basement Jaxx gig next Tue 28 Apr at London Roundhouse. DM me if interested. 
4,"well im gonna treat it like the morning, mmmm cereal "
4,first school at 12 am!  I'm REALLY in my happy place right now. God bless that disease! (sorry teacher! *bigeye*)
4,also wanna wish my friend well--she knows who she is-- 
4,wanna join a twibe?:  http://twibes.com/OuterHebrides   gone all 'twibal' - hehe 
4,@malagant i try to catch you and a beer at the ballroom. 
4,@tommcfly awwwww good luck babe! you'll be great like always  xx &lt;3
4,@ashsimpsonwentz have a good night! 
4,"(via @mundens) @ferrouswheel #Kidneythieves : sounds ike a cross between Manson, NiN, &amp; Garbage!  http://twitter.com/mundens/statuses/ ..."
4,for those in the eastern states good morning and those in the western ..time for sleep; good night 
4,@cathy7070 I just bought a Panasonic Lumix.... it has the most powerful zoom ever for a digicam omg 10x optical zoom!!! I'm happy with it 
4,"NOTE: My mails and messages have been swamped  which is a good thing, i do apologize if my replies are a tad slower than usual."
4,"By the way, me and Gini are cloning Nick so there won't be a fight. I am sure there will be several girls in NZ that wouldn't mind Joe! "
4,Just added the Twitter to Facebook application... so he can update from here 
4,"man, i can't sleep tonight. i think it's the heat. luckily, i have a strip to finish, so sometimes insomnia works out. "
4,@Tattooed_Mummy thank you 
4,Caught up watching movies. 5am. Oh my. Night night! 
4,@marctendo its still lovely here in leicester. 
4,just had chinese and now i'm chilling out in melb. 
4,"@andypiper Creepy, but totally awesome "
4,Working my way through over 700MB of hip hop instrumentals that i downloaded and deleting the shit ones. These will be rad for the car 
4,"@noktahhitam hahaha, i guess so, but so far from what i heard on lowyat.net, there's no serious problem with the phone, so go for it ! "
4,@Eazee i second the conscious rappers fave list plus Q tip 
4,"@tommcfly naww, u must all be stoked!!!!!! good luck "
4,"@humorzo Ah, bummer. Guess my corrupting influence is unavoidably spreading through the twitterverse. I can live with that "
4,@lurcherleon I use Chrome and Firefox for various things but I always use IE for most things. Let's me see how slowly sites perform. 
4,"@film_girl Backatme, plz. And, to put you in the mood to do so, this one!  Found u via TUAW Tweetie, BTW. ? http://blip.fm/~4onhf"
4,"@MysticMedusa Rudd should keep it it offline, hence my surprise! Virgo's being kloset kinksters? I'm Sun Virg, with Virg in 4 other bits! "
4,@lineboil nice to meet you 
